param,value
z_001,2.0
z_002,2.0
z_003,2.0
z_004,2.0
z_005,2.0
z_006,2.0
z_007,2.0
z_008,2.0
z_009,2.0
z_010,2.0
z_011,2.0
z_012,2.0
z_013,2.0
z_014,2.0
z_015,2.0
z_016,2.0
z_017,2.0
z_018,2.0
z_019,2.0
z_020,2.0
z_021,2.0
z_022,2.0
z_023,2.0
z_024,2.0
z_025,2.0
z_026,2.0
z_027,2.0
z_028,2.0
z_029,2.0
z_030,2.0
z_031,2.0
z_032,2.0
z_033,2.0
z_034,2.0
z_035,2.0
z_036,2.0
z_037,2.0
z_038,2.0
z_039,2.0
z_040,2.0
z_041,2.0
z_042,2.0
z_043,2.0
z_044,2.0
z_045,2.0
z_046,2.0
z_047,2.0
z_048,2.0
z_049,2.0
z_050,2.0
z_051,0.0
z_052,0.0
z_053,0.0
z_054,0.0
z_055,0.0
z_056,0.0
z_057,0.0
z_058,0.0
z_059,0.0
z_060,0.0
z_061,0.0
z_062,0.0
z_063,0.0
z_064,0.0
z_065,0.0
z_066,0.0
z_067,0.0
z_068,0.0
z_069,1.0
z_070,0.0
z_071,1.0
z_072,0.0
z_073,1.0
z_074,0.0
z_075,0.0
z_076,0.0
z_077,0.0
z_078,1.0
z_079,0.0
z_080,0.0
z_081,0.0
z_082,0.0
z_083,0.0
z_084,1.0
z_085,0.0
z_086,0.0
z_087,0.0
z_088,0.0
z_089,0.0
z_090,0.0
z_091,0.0
z_092,0.0
z_093,0.0
z_094,0.0
z_095,0.0
z_096,0.0
z_097,0.0
z_098,0.0
z_099,0.0
z_100,0.0
z_101,1.0
z_102,1.0
z_103,1.0
z_104,1.0
z_105,1.0
z_106,1.0
z_107,1.0
z_108,1.0
z_109,1.0
z_110,1.0
z_111,1.0
z_112,1.0
z_113,1.0
z_114,1.0
z_115,1.0
z_116,1.0
z_117,1.0
z_118,1.0
z_119,1.0
z_120,1.0
z_121,1.0
z_122,1.0
z_123,1.0
z_124,1.0
z_125,1.0
z_126,1.0
z_127,1.0
z_128,1.0
z_129,1.0
z_130,1.0
z_131,1.0
z_132,1.0
z_133,1.0
z_134,1.0
z_135,1.0
z_136,1.0
z_137,1.0
z_138,1.0
z_139,1.0
z_140,1.0
z_141,1.0
z_142,1.0
z_143,1.0
z_144,1.0
z_145,1.0
z_146,1.0
z_147,1.0
z_148,1.0
z_149,1.0
z_150,1.0
m_1-1,5.91496958823077
m_1-2,2.777843646679219
m_1-3,4.201553225723013
m_1-4,1.2969668525758453
m_2-1,6.544548649359911
m_2-2,2.9486611500237396
m_2-3,5.479553434706658
m_2-4,1.9846049528666314
m_3-1,5.006
m_3-2,3.418
m_3-3,1.4640000000000002
m_3-4,0.24400000000000002
cov_1-1-1,0.275318782015873
cov_1-1-2,0.09694138144217573
cov_1-1-3,0.18466239296811088
cov_1-1-4,0.05439073973664648
cov_1-2-1,0.09694138144217575
cov_1-2-2,0.09264604136470359
cov_1-2-3,0.0911431741857479
cov_1-2-4,0.04299734740133521
cov_1-3-1,0.18466239296811082
cov_1-3-2,0.0911431741857479
cov_1-3-3,0.20063041347291333
cov_1-3-4,0.060978470591278325
cov_1-4-1,0.05439073973664648
cov_1-4-2,0.042997347401335206
cov_1-4-3,0.060978470591278325
cov_1-4-4,0.03199695404929322
cov_2-1-1,0.3870442939874903
cov_2-1-2,0.09220792075033767
cov_2-1-3,0.3028117309937932
cov_2-1-4,0.0616510485310331
cov_2-2-1,0.09220792075033767
cov_2-2-2,0.11033770233651084
cov_2-2-3,0.08428757915799806
cov_2-2-4,0.05601150312791306
cov_2-3-1,0.3028117309937932
cov_2-3-2,0.08428757915799806
cov_2-3-3,0.32779735856177344
cov_2-3-4,0.07453004417774957
cov_2-4-1,0.0616510485310331
cov_2-4-2,0.05601150312791306
cov_2-4-3,0.07453004417774957
cov_2-4-4,0.08579773343690793
cov_3-1-1,0.12176400000000002
cov_3-1-2,0.09829199999999996
cov_3-1-3,0.015815999999999986
cov_3-1-4,0.010336000000000001
cov_3-2-1,0.09829199999999996
cov_3-2-2,0.14227599999999996
cov_3-2-3,0.011447999999999979
cov_3-2-4,0.011208000000000004
cov_3-3-1,0.015815999999999986
cov_3-3-2,0.011447999999999976
cov_3-3-3,0.029503999999999992
cov_3-3-4,0.005584000000000001
cov_3-4-1,0.010336000000000001
cov_3-4-2,0.011208000000000004
cov_3-4-3,0.005584000000000001
cov_3-4-4,0.011263999999999998
p_1,0.29919318775009685
p_2,0.3674734789165699
p_3,0.33333333333333326
