param,value
z_001,2.0
z_002,2.0
z_003,2.0
z_004,2.0
z_005,2.0
z_006,2.0
z_007,2.0
z_008,2.0
z_009,2.0
z_010,2.0
z_011,2.0
z_012,2.0
z_013,2.0
z_014,2.0
z_015,2.0
z_016,2.0
z_017,2.0
z_018,2.0
z_019,2.0
z_020,2.0
z_021,2.0
z_022,2.0
z_023,2.0
z_024,2.0
z_025,2.0
z_026,2.0
z_027,2.0
z_028,2.0
z_029,2.0
z_030,2.0
z_031,2.0
z_032,2.0
z_033,2.0
z_034,2.0
z_035,2.0
z_036,2.0
z_037,2.0
z_038,2.0
z_039,2.0
z_040,2.0
z_041,2.0
z_042,2.0
z_043,2.0
z_044,2.0
z_045,2.0
z_046,2.0
z_047,2.0
z_048,2.0
z_049,2.0
z_050,2.0
z_051,1.0
z_052,0.0
z_053,1.0
z_054,0.0
z_055,0.0
z_056,0.0
z_057,0.0
z_058,0.0
z_059,0.0
z_060,0.0
z_061,0.0
z_062,0.0
z_063,0.0
z_064,0.0
z_065,0.0
z_066,0.0
z_067,0.0
z_068,0.0
z_069,0.0
z_070,0.0
z_071,0.0
z_072,0.0
z_073,0.0
z_074,0.0
z_075,0.0
z_076,0.0
z_077,1.0
z_078,1.0
z_079,0.0
z_080,0.0
z_081,0.0
z_082,0.0
z_083,0.0
z_084,0.0
z_085,0.0
z_086,0.0
z_087,1.0
z_088,0.0
z_089,0.0
z_090,0.0
z_091,0.0
z_092,0.0
z_093,0.0
z_094,0.0
z_095,0.0
z_096,0.0
z_097,0.0
z_098,0.0
z_099,0.0
z_100,0.0
z_101,1.0
z_102,0.0
z_103,1.0
z_104,0.0
z_105,1.0
z_106,1.0
z_107,0.0
z_108,1.0
z_109,0.0
z_110,1.0
z_111,1.0
z_112,0.0
z_113,1.0
z_114,0.0
z_115,0.0
z_116,1.0
z_117,1.0
z_118,1.0
z_119,1.0
z_120,0.0
z_121,1.0
z_122,0.0
z_123,1.0
z_124,0.0
z_125,1.0
z_126,1.0
z_127,0.0
z_128,0.0
z_129,0.0
z_130,1.0
z_131,1.0
z_132,1.0
z_133,0.0
z_134,0.0
z_135,0.0
z_136,1.0
z_137,1.0
z_138,0.0
z_139,0.0
z_140,1.0
z_141,1.0
z_142,1.0
z_143,0.0
z_144,1.0
z_145,1.0
z_146,1.0
z_147,0.0
z_148,1.0
z_149,1.0
z_150,0.0
m_1-1,5.749651446431935
m_1-2,2.7850752409555986
m_1-3,4.5144294541704015
m_1-4,1.404182154706756
m_2-1,7.0130373824874015
m_2-2,3.238977532469512
m_2-3,5.7075397550147615
m_2-4,1.9574444639726087
m_3-1,5.051937610996502
m_3-2,3.498418834259315
m_3-3,1.4393616659413944
m_3-4,0.24112162258880854
cov_1-1-1,0.3170523629495425
cov_1-1-2,0.06604301092483925
cov_1-1-3,0.22244373104129492
cov_1-1-4,0.049793801317740666
cov_1-2-1,0.06604301092483925
cov_1-2-2,0.24336982898636944
cov_1-2-3,-0.018697713320504974
cov_1-2-4,-0.041585067341036085
cov_1-3-1,0.22244373104129492
cov_1-3-2,-0.018697713320504974
cov_1-3-3,0.5015924123460971
cov_1-3-4,0.24061112804835175
cov_1-4-1,0.049793801317740666
cov_1-4-2,-0.041585067341036085
cov_1-4-3,0.24061112804835175
cov_1-4-4,0.20364079243731786
cov_2-1-1,0.3782405528740329
cov_2-1-2,-0.0207069155204287
cov_2-1-3,0.2898143241966395
cov_2-1-4,0.08208786672924788
cov_2-2-1,-0.0207069155204287
cov_2-2-2,0.21619300429840893
cov_2-2-3,0.038102897336221485
cov_2-2-4,0.01784313734031126
cov_2-3-1,0.2898143241966395
cov_2-3-2,0.038102897336221485
cov_2-3-3,0.5367168931925403
cov_2-3-4,0.08238693157370228
cov_2-4-1,0.08208786672924788
cov_2-4-2,0.01784313734031126
cov_2-4-3,0.08238693157370228
cov_2-4-4,0.2025148893519539
cov_3-1-1,0.33031714259922784
cov_3-1-2,0.12125561152214002
cov_3-1-3,0.10007630313413786
cov_3-1-4,-0.012809823343209636
cov_3-2-1,0.12125561152214002
cov_3-2-2,0.27176149670239913
cov_3-2-3,0.03565288893655038
cov_3-2-4,-6.612552942134225e-05
cov_3-3-1,0.10007630313413786
cov_3-3-2,0.03565288893655038
cov_3-3-3,0.3384816135978908
cov_3-3-4,0.07562591103489602
cov_3-4-1,-0.012809823343209636
cov_3-4-2,-6.612552942134225e-05
cov_3-4-3,0.07562591103489602
cov_3-4-4,0.10686952282060756
p_1,0.35503736289649895
p_2,0.33309274597230465
p_3,0.31186989113119634
